Attendance,Hours_Studied,Prev_GPA,Quiz_Avg,Midterm_Score,Assignment_Avg,Presentation_Marks,Internal_Marks,Final_Score,Total_Weighted,Grade,GPA_Points
62.1,5,2.64,57.01,54.96,77.91,49.95,93.5,54.7,59.13,C,2.0
94.4,9,2.61,91.08,74.48,88.04,74.98,88.24,58.67,72.72,B,3.0
95.5,14,2.58,93.82,76.1,89.07,39.63,85.74,74.64,78.13,B+,3.3
68.9,8,2.61,57.6,68.94,85.49,78.99,84.26,52.97,63.77,C+,2.3
77.1,11,2.77,89.37,79.87,80.75,84.63,87.92,79.3,81.79,B+,3.3
68.7,2,2.62,93.65,44.35,77.45,98.91,57.76,48.62,60.16,C,2.0
79.4,8,3.12,100.0,77.6,69.29,72.53,80.72,77.34,79.93,B+,3.3
78.3,3,3.22,100.0,60.78,76.97,80.16,95.24,76.89,77.42,B+,3.3
91.4,2,2.45,58.81,68.54,95.03,54.84,69.44,75.47,71.86,B-,2.7
97.7,5,3.76,100.0,88.63,90.14,71.89,82.12,55.04,75.89,B,3.0
98.7,12,2.41,74.6,53.32,85.66,50.46,76.51,54.11,61.08,C,2.0
75.3,11,2.03,66.46,63.85,100.0,69.84,42.96,61.44,66.15,C+,2.3
79.5,8,3.23,83.38,69.57,68.14,70.97,78.76,73.31,73.53,B,3.0
61.8,1,2.51,60.19,53.69,61.61,72.31,73.15,34.46,49.67,D,1.0
72.3,7,3.19,82.88,84.29,100.0,63.67,69.72,66.22,76.66,B,3.0
93.6,9,1.56,54.1,55.37,80.45,73.4,57.74,56.82,59.29,C,2.0
100.0,8,3.84,79.38,67.07,86.05,74.96,70.63,71.07,72.99,B,3.0
67.2,1,3.4,92.3,54.66,64.63,65.05,83.72,62.64,66.47,C+,2.3
74.9,4,2.1,69.83,81.16,82.06,70.14,98.31,72.26,76.3,B,3.0
81.7,7,2.11,75.63,58.63,86.04,72.24,92.86,65.57,69.09,B-,2.7
85.4,10,4.0,90.67,83.9,76.41,95.24,64.72,82.24,83.11,A-,3.7
72.3,1,2.56,87.73,94.78,74.49,66.0,82.13,73.63,81.16,B+,3.3
87.1,7,2.5,50.78,67.41,77.58,67.31,66.33,67.17,65.78,C+,2.3
76.3,8,1.64,80.56,82.58,80.86,66.54,63.64,47.42,66.29,C+,2.3
81.8,11,2.79,75.02,98.78,71.61,64.18,72.57,95.43,88.12,A,4.0
88.6,10,2.86,81.8,88.74,100.0,70.82,89.18,58.37,75.8,B,3.0
82.1,10,3.43,96.83,73.66,97.92,100.0,94.36,68.78,79.96,B+,3.3
76.8,4,2.16,53.21,74.39,72.76,52.69,69.75,57.27,62.89,C,2.0
80.7,1,2.09,53.94,41.53,72.53,62.11,68.0,51.16,52.7,D+,1.3
80.9,6,3.27,48.34,57.89,81.73,68.4,83.87,28.92,49.08,D,1.0
77.6,12,3.6,74.32,65.89,79.22,76.11,90.51,71.47,72.46,B-,2.7
78.9,13,2.06,97.19,100.0,77.91,69.27,93.7,93.34,92.85,A,4.0
100.0,10,3.65,81.79,63.6,86.36,86.63,65.62,80.53,76.63,B,3.0
88.7,9,3.02,59.15,59.01,100.0,46.47,79.53,56.1,62.37,C,2.0
78.5,9,3.66,73.5,57.09,98.15,97.46,65.84,64.73,69.17,B-,2.7
90.4,5,2.96,54.06,78.34,93.6,85.77,75.67,61.86,69.87,B-,2.7
78.0,7,1.5,53.82,65.98,81.14,46.33,67.53,53.35,59.71,C,2.0
96.1,14,2.91,88.88,93.44,75.64,40.21,82.4,71.86,79.13,B+,3.3
86.4,4,3.64,60.39,81.74,83.5,58.41,66.8,59.57,67.93,B-,2.7
80.7,14,2.46,96.4,50.62,97.36,73.34,58.89,72.05,72.28,B-,2.7
87.4,6,2.77,74.95,56.1,66.92,100.0,46.7,60.45,63.48,C+,2.3
63.1,13,2.89,80.25,93.82,92.61,86.75,77.13,88.91,88.51,A,4.0
68.5,2,1.5,62.07,56.0,100.0,31.71,60.22,53.7,59.39,C,2.0
67.7,10,4.0,93.36,93.77,100.0,67.36,72.31,93.04,91.65,A,4.0
83.7,5,2.46,85.46,64.32,96.68,70.75,92.23,75.04,76.73,B,3.0
100.0,2,3.3,81.63,54.12,85.22,79.17,64.57,41.93,58.25,C,2.0
100.0,8,2.95,87.87,67.55,97.02,53.73,99.24,62.38,72.37,B-,2.7
89.7,12,3.75,81.19,61.88,81.76,79.94,100.0,70.16,72.89,B,3.0
88.0,4,3.24,84.69,60.51,92.11,61.64,49.25,62.54,67.6,C+,2.3
60.4,2,2.86,65.81,67.09,84.73,49.01,72.17,53.19,62.45,C,2.0
75.5,7,2.46,74.32,75.48,83.77,76.96,68.69,77.52,76.68,B,3.0
72.5,7,3.48,73.95,45.63,99.86,90.0,37.3,79.44,70.63,B-,2.7
74.5,10,1.88,67.11,66.69,73.5,87.11,53.75,65.2,67.21,C+,2.3
80.0,11,3.39,70.92,64.87,85.02,89.6,92.11,71.74,73.14,B,3.0
76.3,7,2.34,80.91,56.52,81.04,62.94,100.0,70.59,70.75,B-,2.7
58.2,15,3.75,100.0,78.44,76.96,94.18,95.96,65.55,78.03,B+,3.3
91.0,8,3.1,96.67,63.29,87.82,82.66,83.63,70.95,75.8,B,3.0
69.1,6,3.39,57.82,91.78,62.04,77.08,76.37,82.03,78.31,B+,3.3
84.9,1,3.05,92.73,85.4,91.95,60.38,96.95,67.07,79.15,B+,3.3
100.0,6,1.95,69.23,85.91,80.56,63.06,100.0,58.07,71.3,B-,2.7
71.0,6,2.48,82.23,58.3,72.97,72.55,65.0,58.67,64.55,C+,2.3
51.6,11,3.4,64.87,56.06,74.45,100.0,50.46,63.26,64.02,C+,2.3
78.6,9,3.1,80.69,72.87,81.75,81.98,49.19,61.4,69.61,B-,2.7
95.2,3,3.71,83.17,69.05,92.72,65.46,96.97,89.98,83.12,A-,3.7
100.0,8,3.24,58.29,63.82,93.13,63.58,79.9,60.07,65.21,C+,2.3
67.2,10,2.42,84.52,49.59,72.93,64.55,77.97,48.95,59.07,C,2.0
88.0,14,2.52,100.0,73.02,76.53,100.0,55.61,75.5,78.89,B+,3.3
76.4,11,3.06,76.96,66.11,93.46,70.39,69.04,79.29,76.11,B,3.0
80.7,11,1.61,94.61,78.22,71.54,88.53,70.07,73.01,78.04,B+,3.3
100.0,8,4.0,80.75,87.24,90.32,74.83,86.51,84.96,85.01,A-,3.7
64.0,9,3.27,90.52,88.39,85.27,80.48,72.2,71.31,80.36,B+,3.3
85.0,12,3.74,50.58,56.71,93.6,96.11,69.34,81.13,71.85,B-,2.7
87.6,2,2.05,100.0,69.78,86.66,58.07,59.38,69.69,74.86,B,3.0
95.0,6,3.75,100.0,62.06,71.54,67.16,97.62,79.57,77.74,B+,3.3
83.2,4,4.0,74.85,52.59,62.19,100.0,82.55,64.26,65.43,C+,2.3
85.7,9,2.21,46.13,61.85,74.9,91.43,84.28,68.46,66.04,C+,2.3
77.3,12,3.46,86.29,92.07,100.0,94.2,69.39,76.87,84.89,A-,3.7
85.2,5,3.0,54.36,63.06,100.0,88.19,34.67,55.86,62.41,C,2.0
77.9,1,2.07,75.44,86.82,96.74,75.04,61.45,81.93,82.29,A-,3.7
89.5,6,3.3,84.52,80.13,82.03,100.0,66.22,89.59,85.06,A-,3.7
77.6,11,3.5,67.34,68.15,66.07,80.25,86.35,57.83,65.21,C+,2.3
86.5,10,2.64,95.02,89.77,56.09,86.6,100.0,81.7,84.32,A-,3.7
81.6,9,3.7,93.34,81.39,79.89,53.14,90.99,73.44,78.92,B+,3.3
95.5,6,2.0,88.39,51.83,77.37,56.9,100.0,52.1,62.64,C,2.0
81.4,2,2.1,70.07,92.68,91.55,46.33,77.9,72.55,78.07,B+,3.3
60.7,10,3.08,56.16,74.54,93.8,98.32,68.57,82.57,77.81,B+,3.3
97.1,4,3.02,91.26,69.89,85.32,28.64,81.46,70.75,73.5,B,3.0
71.1,16,2.57,76.53,59.9,75.91,71.35,100.0,66.83,69.35,B-,2.7
74.2,10,3.49,59.53,92.25,74.85,24.49,100.0,80.91,78.07,B+,3.3
74.9,5,3.32,96.55,77.55,85.32,59.31,68.22,68.86,76.32,B,3.0
98.5,5,3.51,100.0,82.46,93.75,68.55,82.93,81.58,85.2,A-,3.7
56.4,7,2.93,73.64,59.14,84.96,97.19,54.25,77.31,72.82,B,3.0
100.0,7,3.36,100.0,86.69,73.92,85.48,91.89,58.81,76.46,B,3.0
94.7,12,2.73,82.16,88.38,94.6,63.79,100.0,89.12,87.72,A,4.0
84.7,8,4.0,76.36,64.37,93.18,99.26,82.63,56.22,68.45,B-,2.7
81.3,5,2.51,64.21,44.0,66.82,71.99,64.33,63.04,59.34,C,2.0
85.4,15,4.0,100.0,89.34,83.63,85.72,92.08,82.87,87.74,A,4.0
88.3,8,3.02,66.81,46.34,92.77,54.86,84.35,46.17,56.31,C-,1.7
89.7,11,2.17,88.38,72.78,80.54,57.53,78.49,77.85,77.45,B+,3.3
88.7,5,3.82,71.26,65.49,100.0,62.8,82.15,71.08,72.74,B,3.0
83.1,9,3.08,72.03,91.43,90.94,77.77,76.5,68.64,77.92,B+,3.3
79.6,9,3.51,95.75,67.01,80.46,79.7,94.24,60.91,72.22,B-,2.7
80.2,1,3.73,69.94,86.36,81.52,100.0,85.95,70.68,77.8,B+,3.3
79.7,16,3.2,77.9,68.74,90.73,88.9,70.21,64.17,71.57,B-,2.7
95.6,13,2.64,98.21,90.22,78.48,30.48,67.07,69.28,77.72,B+,3.3
89.1,6,3.59,100.0,100.0,74.52,82.2,75.91,84.99,89.35,A,4.0
46.7,3,3.0,80.44,46.68,85.19,42.67,81.09,45.54,56.66,C-,1.7
89.9,9,3.41,71.11,78.6,97.07,61.54,83.0,78.58,78.68,B+,3.3
84.3,8,1.71,65.21,100.0,86.12,56.25,63.87,89.58,85.23,A-,3.7
81.8,9,3.27,80.76,73.63,100.0,65.62,83.22,72.45,76.94,B,3.0
77.3,8,2.62,80.62,69.8,75.31,49.06,71.18,67.41,70.05,B-,2.7
95.5,10,3.99,69.69,90.13,100.0,86.17,96.84,100.0,92.14,A,4.0
93.4,13,3.37,94.77,77.58,79.11,56.53,88.58,66.71,75.46,B,3.0
72.7,10,3.14,80.11,44.51,72.68,83.25,74.42,72.24,67.19,C+,2.3
86.9,3,3.29,50.21,87.07,60.83,100.0,79.19,78.58,75.78,B,3.0
70.3,13,2.4,63.8,38.68,78.38,51.8,96.14,64.57,60.3,C,2.0
65.4,14,3.97,76.66,70.55,84.18,77.1,76.25,89.15,80.88,B+,3.3
74.5,20,4.0,88.36,100.0,100.0,42.03,95.09,97.92,94.28,A,4.0
92.3,3,3.24,100.0,63.59,85.22,68.87,75.3,60.69,70.9,B-,2.7
93.4,8,3.95,86.31,64.64,74.42,92.31,88.72,82.12,78.45,B+,3.3
88.2,1,2.66,59.55,79.23,73.45,83.13,63.0,74.0,72.99,B,3.0
90.7,10,2.52,81.46,57.53,79.69,77.54,79.69,75.92,72.8,B,3.0
88.2,5,3.02,71.12,49.84,61.09,90.41,91.91,57.58,61.38,C,2.0
74.3,15,3.26,87.84,80.36,77.2,100.0,69.85,73.77,78.99,B+,3.3
87.2,4,2.76,83.27,64.63,71.31,100.0,55.95,65.09,69.61,B-,2.7
91.6,1,3.32,93.28,48.24,98.34,63.73,57.06,67.63,68.98,B-,2.7
91.1,6,3.18,77.67,81.22,86.33,49.91,61.64,81.04,78.58,B+,3.3
96.3,1,2.4,96.51,72.36,85.88,62.62,80.26,61.61,72.94,B,3.0
90.5,11,3.31,95.61,69.23,70.01,62.94,62.31,74.98,74.9,B,3.0
86.2,1,3.52,64.79,63.74,95.73,81.52,71.23,48.89,62.42,C,2.0
94.8,8,3.1,100.0,80.01,100.0,56.22,88.14,87.82,87.35,A,4.0
81.7,1,3.69,80.53,87.68,57.65,72.32,81.46,62.75,72.55,B,3.0
71.4,6,2.27,59.89,60.9,69.96,85.5,67.02,65.99,65.23,C+,2.3
80.0,14,3.28,100.0,86.4,94.87,79.11,85.59,74.49,84.12,A-,3.7
73.1,9,2.3,100.0,76.85,88.54,55.78,76.31,84.01,83.28,A-,3.7
